,siren,year,type,title,n_patents
0,379966070,2012.0,,"Joinery element, has locking system comprising leg moving in counterbore, which is localized on level of support zone, and fake opening whose field comprises seal to cover visible part of counterbore ",1.0
1,327920054,2010.0,,"Method for processing video signals from protection camera used in police station for capturing scene and detecting occurrence of incident, involves processing video signals from camera for adapting to video display on movable device",1.0
2,327920054,2017.0,,HOLDING EQUIPMENT FOR MEDIA RECORDING DEVICES,2.0
3,326981578,2010.0,,"Ventilation duct for use on bracket on e.g. wall, during creation or restoration of building, has profiled sections comprising assembling units with groove and tongue to be locked by adherence after assembling duct",1.0
4,326981578,2013.0,,Gas extraction vent with a rate that is simultaneously variable depending on humidity and pressure,2.0
5,326981578,2016.0,,"GAS EXTRACTOR COMPRISING A WIND TURBINE, A FAN, A MOTOR AND A COUPLING DEVICE",2.0
6,326981578,2017.0,,CONTROL OF THE ROTATIONAL SPEED OF AN EXTRACTION BLOWER,2.0
7,326981578,2017.0,,CENTRIFUGAL FAN FOR EXTRACTING LOW PRESSURE AIR,2.0
8,326981578,2011.0,,Gas extraction opening with automatic adjustment and method for manufacturing such an opening,2.0
9,326981578,2017.0,,LOW PRESSURE AIR EXTRACTION DEVICE,2.0
10,326677457,,,,
11,326300159,2010.0,,"Three-dimensional stereoscopic video broadcasting method, involves transmitting sequence of left images to channel of broadcasting network for stereoscopic display of sequences of right and left images received on respective channels",1.0
12,328719257,,,,
13,330377193,,,,
14,329545008,2011.0,,"Stove e.g. wood stove, for direct heating of room, has presence sensor detecting presence of individuals, regulating unit regulating operation of stove according to detection, and temperature sensor detecting temperature outside of stove",1.0
15,329545008,2010.0,,Method of controlling a device and device adapted to carry out said method,8.0
16,329545008,2010.0,,"Electric heating apparatus for heating room, has facade and main mineral heating body respectively equipped with surface heating element and heating element, and electronics managing regulation of each heating element",1.0
17,329545008,2010.0,,"Overmolding cylindrical component forming overmolding core, comprises covering two ends of component forming core using removable device prevent recovery of end during overmolding step, and placing component forming core in mold",1.0
18,329545008,2014.0,,PROCEDE DE REGULATION D'UN APPAREIL DE CHAUFFAGE ET/OU DE CLIMATISATION EN FONCTION DE L'HUMIDITE RELATIVE ET APPAREIL DE CHAUFFAGE ET/OU DE CLIMATISATION ASSOCIE,1.0
19,329545008,2015.0,,APPAREIL DE CHAUFFAGE ELECTRIQUE DE FAIBLE EPAISSEUR THERMIQUEMENT INERTIEL ET REACTIF,1.0
20,329545008,2015.0,,PROCEDE DE REGULATION D'UN APPAREIL DE CHAUFFAGE ET/OU DE CLIMATISATION EN FONCTION DU NIVEAU D'ACTIVITE ET APPAREIL DE CHAUFFAGE ET/OU DE CLIMATISATION ASSOCIE,1.0
21,329545008,2016.0,,"METHOD OF CONTROLLING A HEATING APPARATUS COMPRISING AT LEAST A CO2 DETECTOR AND AT LEAST AN OCCUPANCY SENSOR, AND ASSOCIATED HEATING APPARATUS",4.0
22,329545008,2016.0,,APPAREIL DE CHAUFFAGE ELECTRIQUE DOMESTIQUE COMPRENANT UN FIL CHAUFFANT MIS EN CONTACT PAR MOUSSE THERMOCONDUCTRICE,1.0
23,329545008,2016.0,,"METHOD FOR CONTROLLING A HEATING APPARATUS INCLUDING AT LEAST ONE CO2 SENSOR AND AT LEAST ONE TEMPERATURE SENSOR, AND ASSOCIATED HEATING APPARATUS",4.0
24,329545008,2017.0,,"DEVICE FOR FIXING A HEATING DEVICE OR AIR CONDITIONER, A KIT AND A SYSTEM WITH SUCH A DEVICE AND A METHOD FOR REPLACING A HEATING DEVICE OR AIR CONDITIONER",5.0
25,329545008,2017.0,,APPAREIL DE CHAUFFAGE ELECTRIQUE COMPRENANT UN MOYEN DE DETECTION DE PRESENCE NON VISIBLE PAR L'UTILISATEUR,1.0
26,329545008,2018.0,,ORGANE D'INSTALLATION DE RADIATEUR COMPRENANT UN DISPOSITIF D'INDICATION D'INCLINAISON ET UN DISPOSITIF DE FIXATION DE CABLE,1.0
27,329545008,2018.0,,RADIATEUR ELECTRIQUE COMPRENANT AU MOINS UNE SOURCE DE LUMIERE ET UN DIFFUSEUR DE LUMIERE,1.0
28,329545008,2017.0,,CORPS DE CHAUFFE THERMIQUEMENT INERTIEL ET REACTIF ET APPAREIL DE CHAUFFAGE ELECTRIQUE LE COMPRENANT,1.0
29,329545008,2010.0,,"Electric heater for electric heating appliance, has U-shaped electric heat source whose leading edges increases coefficient of heat exchange and reduces temperature of heater while removing phenomenon of boundary layer",1.0
30,329545008,2012.0,,"Method for detection of presence of user for controlling and regulation of air conditioning/heating appliances, involves emitting presence detection signal when number of pixels has value greater or equal to reference value",1.0
31,329545008,2010.0,,Cover element for metal bodywork forming a corner,3.0
32,329545008,2011.0,,Radiator for central-heating facility and central-heating facility comprising such a radiator,4.0
33,329545008,2017.0,,"RADIATOR WITH AT LEAST TWO SEPARATE CONTROL MEANS, BY MEANS OF WHICH IT IS POSSIBLE TO CONTROL THE SAME ILLUMINATION CONTROL PARAMETER",3.0
34,329545008,2017.0,,MODULAR ELECTRIC HEATING SYSTEM,2.0
35,330929662,2010.0,,"Cylindrical metal bar fixation device for supporting e.g. towels in e.g. kitchen, has multiple inserts placed between body of table and outer side of hollow bar and traversing support plate in passages that are formed in cavity",1.0
36,509723789,,,,
37,332190859,,,,
38,349505370,2010.0,,"Producing adherent cells comprises introducing adherent cell suspension into culture vessel containing microcarriers in culture medium, amplifying cells by performing cell passages, and harvesting cells produced during the last cell passage",1.0
39,349505370,2010.0,,Enterovirus vaccines for preventing or treating type 1 diabetes (I),4.0
40,349505370,2010.0,,Enterovirus vaccines for preventing and treating type 1 diabetes (II),5.0
41,349505370,2010.0,,Enterovirus vaccines for preventing or treating type 1 diabetes (III),4.0
42,349505370,2010.0,,PREPARATION OF A STABILIZED DRY ORAL VACCINE COMPOSED OF A LIVE ATTENUATED VIRUS,2.0
43,349505370,2010.0,,DIAGNOSTIC ASSAY FOR TYPE 1 DIABETES,4.0
44,349505370,2011.0,,IMMUNOLOGICAL COMPOSITIONS COMPRISING HIV GP41 POLYPEPTIDE DERIVATIVES,3.0
45,349505370,2010.0,,IMMUNOGENIC COMPOSITIONS,5.0
46,349505370,2011.0,,Rotary drum for use in a vacuum freeze-dryer,23.0
47,349505370,2012.0,,"VACCINATION AGAINST JAPANESE ENCEPHALITIS, MEASLES, MUMPS AND RUBELLA",9.0
48,349505370,2010.0,,"METHOD FOR ESTIMATING THE AMOUNT OF ENTITIES DEPOSITED ON MICROPARTICLES SUSPENDED IN A SOLUTION, ASSOCIATED DEVICE, AND USE OF SAID DEVICE",6.0
49,349505370,2010.0,,A STABILIZER FOR THE PREPARATION OF A DRY POLIO INJECTABLE VACCINE COMPOSITION,2.0
50,349505370,2012.0,,VACCINE COMPOSITION INCLUDING HYBRID NANOPARTICLES OF ALUMINUM AND A WATER-SOLUBLE COPOLYMER,2.0
51,349505370,2013.0,,Induction of cross-reactive cellular response against rhinovirus antigens,6.0
52,349505370,2014.0,,MENINGITIDIS VACCINES COMPRISING SUBTILINASES,3.0
53,349505370,2014.0,,COMPOSITIONS COMPRISING N. MENINGITIDIS PROTEINS,3.0
54,349505370,2014.0,,NEISSERIA MENINGITIDIS TRYPSIN-LIKE SERINE PROTEASE POLYPEPTIDES AND COMPOSITIONS THEREOF,3.0
55,349505370,2015.0,,"CONCOMITANT DENGUE, DIPHTHERIA, TETANUS, WHOOPING COUGH (PERTUSSIS), POLIO, AND HAEMOPHILUS INFLUENZAE TYPE B VACCINATION.",1.0
56,349505370,2016.0,,MENINGITIDIS VACCINES COMPRISING SUBTILINASES,1.0
57,349505370,2016.0,,ZIKA VIRUS VACCINE,7.0
58,349505370,2013.0,journal-article,,
59,349505370,2016.0,journal-article,,
60,349505370,2013.0,journal-article,,
61,349505370,2017.0,journal-article,,
62,349505370,2015.0,book-chapter,,
63,349505370,2018.0,journal-article,,
64,349505370,2014.0,journal-article,,
65,349505370,2015.0,journal-article,,
66,349505370,2014.0,journal-article,,
67,349505370,2013.0,journal-article,,
68,349505370,2017.0,journal-article,,
69,349505370,2018.0,journal-article,,
70,349505370,2018.0,journal-article,,
71,349505370,2013.0,journal-article,,
72,349505370,2013.0,journal-article,,
73,349505370,2015.0,journal-article,,
74,349505370,2017.0,journal-article,,
75,349505370,2016.0,journal-article,,
76,349505370,2016.0,journal-article,,
77,349505370,2015.0,journal-article,,
78,349505370,2017.0,journal-article,,
79,349505370,2014.0,journal-article,,
80,349505370,2015.0,journal-article,,
81,349505370,2014.0,journal-article,,
82,349505370,2015.0,journal-article,,
83,349505370,2015.0,journal-article,,
84,349505370,2015.0,journal-article,,
85,349505370,2017.0,journal-article,,
86,349505370,2017.0,journal-article,,
87,349505370,2017.0,journal-article,,
88,349505370,2017.0,journal-article,,
89,349505370,2017.0,journal-article,,
90,349505370,2017.0,journal-article,,
91,349505370,2017.0,journal-article,,
92,349505370,2017.0,journal-article,,
93,349505370,2017.0,journal-article,,
94,349505370,2017.0,journal-article,,
95,349505370,2017.0,journal-article,,
96,349505370,2017.0,journal-article,,
97,349505370,2017.0,journal-article,,
98,349505370,2017.0,journal-article,,
99,349505370,2017.0,journal-article,,
100,349505370,2017.0,journal-article,,
101,349505370,2017.0,journal-article,,
102,349505370,2017.0,journal-article,,
103,349505370,2017.0,journal-article,,
104,349505370,2017.0,journal-article,,
105,349505370,2017.0,journal-article,,
106,349505370,2017.0,journal-article,,
107,349505370,2017.0,journal-article,,
108,349505370,2017.0,journal-article,,
